             Tau     Tau_gorrito               y
   6.0650000E+00   7.1736626E+00             NaN
   6.0700000E+00   7.1786626E+00             NaN
   6.0750000E+00   7.1836626E+00             NaN
   6.0800000E+00   7.1886626E+00             NaN
   6.0850000E+00   7.1936626E+00             NaN
   6.0900000E+00   7.1986626E+00             NaN
   6.0950000E+00   7.2036626E+00             NaN
   6.1000000E+00   7.2086626E+00             NaN
   6.1050000E+00   7.2136626E+00             NaN
   6.1100000E+00   7.2186626E+00             NaN
   6.1150000E+00   7.2236626E+00             NaN
   6.1200000E+00   7.2286626E+00             NaN
   6.1250000E+00   7.2336626E+00             NaN
   6.1300000E+00   7.2386626E+00             NaN
   6.1350000E+00   7.2436626E+00             NaN
   6.1400000E+00   7.2486626E+00             NaN
   6.1450000E+00   7.2536626E+00             NaN
   6.1500000E+00   7.2586626E+00             NaN
   6.1550000E+00   7.2636626E+00             NaN
   6.1600000E+00   7.2686626E+00             NaN
   6.1650000E+00   7.2736626E+00             NaN
   6.1700000E+00   7.2786626E+00             NaN
   6.1750000E+00   7.2836626E+00             NaN
   6.1800000E+00   7.2886626E+00             NaN
   6.1850000E+00   7.2936626E+00             NaN
   6.1900000E+00   7.2986626E+00             NaN
   6.1950000E+00   7.3036626E+00             NaN
   6.2000000E+00   7.3086626E+00             NaN
   6.2050000E+00   7.3136626E+00             NaN
   6.2100000E+00   7.3186626E+00             NaN
   6.2150000E+00   7.3236626E+00             NaN
   6.2200000E+00   7.3286626E+00             NaN
   6.2250000E+00   7.3336626E+00             NaN
   6.2300000E+00   7.3386626E+00             NaN
   6.2350000E+00   7.3436626E+00             NaN
   6.2400000E+00   7.3486626E+00             NaN
   6.2450000E+00   7.3536626E+00             NaN
   6.2500000E+00   7.3586626E+00             NaN
   6.2550000E+00   7.3636626E+00             NaN
   6.2600000E+00   7.3686626E+00             NaN
   6.2650000E+00   7.3736626E+00             NaN
   6.2700000E+00   7.3786626E+00             NaN
   6.2750000E+00   7.3836626E+00             NaN
   6.2800000E+00   7.3886626E+00             NaN
   6.2850000E+00   7.3936626E+00             NaN
   6.2900000E+00   7.3986626E+00             NaN
   6.2950000E+00   7.4036626E+00             NaN
   6.3000000E+00   7.4086626E+00             NaN
   6.3050000E+00   7.4136626E+00             NaN
   6.3100000E+00   7.4186626E+00             NaN
   6.3150000E+00   7.4236626E+00             NaN
   6.3200000E+00   7.4286626E+00             NaN
   6.3250000E+00   7.4336626E+00             NaN
   6.3300000E+00   7.4386626E+00             NaN
   6.3350000E+00   7.4436626E+00             NaN
   6.3400000E+00   7.4486626E+00             NaN
   6.3450000E+00   7.4536626E+00             NaN
   6.3500000E+00   7.4586626E+00             NaN
   6.3550000E+00   7.4636626E+00             NaN
   6.3600000E+00   7.4686626E+00             NaN
   6.3650000E+00   7.4736626E+00             NaN
   6.3700000E+00   7.4786626E+00             NaN
   6.3750000E+00   7.4836626E+00             NaN
   6.3800000E+00   7.4886626E+00             NaN
   6.3850000E+00   7.4936626E+00             NaN
   6.3900000E+00   7.4986626E+00             NaN
   6.3950000E+00   7.5036626E+00             NaN
   6.4000000E+00   7.5086626E+00             NaN
   6.4050000E+00   7.5136626E+00             NaN
   6.4100000E+00   7.5186626E+00             NaN
   6.4150000E+00   7.5236626E+00             NaN
   6.4200000E+00   7.5286626E+00             NaN
   6.4250000E+00   7.5336626E+00             NaN
   6.4300000E+00   7.5386626E+00             NaN
   6.4350000E+00   7.5436626E+00             NaN
   6.4400000E+00   7.5486626E+00             NaN
   6.4450000E+00   7.5536626E+00             NaN
   6.4500000E+00   7.5586626E+00             NaN
   6.4550000E+00   7.5636626E+00             NaN
   6.4600000E+00   7.5686626E+00             NaN
   6.4650000E+00   7.5736626E+00             NaN
   6.4700000E+00   7.5786626E+00             NaN
   6.4750000E+00   7.5836626E+00             NaN
   6.4800000E+00   7.5886626E+00             NaN
   6.4850000E+00   7.5936626E+00             NaN
   6.4900000E+00   7.5986626E+00             NaN
   6.4950000E+00   7.6036626E+00             NaN
   6.5000000E+00   7.6086626E+00             NaN
   6.5050000E+00   7.6136626E+00             NaN
   6.5100000E+00   7.6186626E+00             NaN
   6.5150000E+00   7.6236626E+00             NaN
   6.5200000E+00   7.6286626E+00             NaN
   6.5250000E+00   7.6336626E+00             NaN
   6.5300000E+00   7.6386626E+00             NaN
   6.5350000E+00   7.6436626E+00             NaN
   6.5400000E+00   7.6486626E+00             NaN
   6.5450000E+00   7.6536626E+00             NaN
   6.5500000E+00   7.6586626E+00             NaN
   6.5550000E+00   7.6636626E+00             NaN
   6.5600000E+00   7.6686626E+00             NaN
   6.5650000E+00   7.6736626E+00             NaN
   6.5700000E+00   7.6786626E+00             NaN
   6.5750000E+00   7.6836626E+00             NaN
   6.5800000E+00   7.6886626E+00             NaN
   6.5850000E+00   7.6936626E+00             NaN
   6.5900000E+00   7.6986626E+00             NaN
   6.5950000E+00   7.7036626E+00             NaN
   6.6000000E+00   7.7086626E+00             NaN
   6.6050000E+00   7.7136626E+00             NaN
   6.6100000E+00   7.7186626E+00             NaN
   6.6150000E+00   7.7236626E+00             NaN
   6.6200000E+00   7.7286626E+00             NaN
   6.6250000E+00   7.7336626E+00             NaN
   6.6300000E+00   7.7386626E+00             NaN
   6.6350000E+00   7.7436626E+00             NaN
   6.6400000E+00   7.7486626E+00             NaN
   6.6450000E+00   7.7536626E+00             NaN
   6.6500000E+00   7.7586626E+00             NaN
   6.6550000E+00   7.7636626E+00             NaN
   6.6600000E+00   7.7686626E+00             NaN
   6.6650000E+00   7.7736626E+00             NaN
   6.6700000E+00   7.7786626E+00             NaN
   6.6750000E+00   7.7836626E+00             NaN
   6.6800000E+00   7.7886626E+00             NaN
   6.6850000E+00   7.7936626E+00             NaN
   6.6900000E+00   7.7986626E+00             NaN
   6.6950000E+00   7.8036626E+00             NaN
   6.7000000E+00   7.8086626E+00             NaN
   6.7050000E+00   7.8136626E+00             NaN
   6.7100000E+00   7.8186626E+00             NaN
   6.7150000E+00   7.8236626E+00             NaN
   6.7200000E+00   7.8286626E+00             NaN
   6.7250000E+00   7.8336626E+00             NaN
   6.7300000E+00   7.8386626E+00             NaN
   6.7350000E+00   7.8436626E+00             NaN
   6.7400000E+00   7.8486626E+00             NaN
   6.7450000E+00   7.8536626E+00             NaN
   6.7500000E+00   7.8586626E+00             NaN
   6.7550000E+00   7.8636626E+00             NaN
   6.7600000E+00   7.8686626E+00             NaN
   6.7650000E+00   7.8736626E+00             NaN
   6.7700000E+00   7.8786626E+00             NaN
   6.7750000E+00   7.8836626E+00             NaN
   6.7800000E+00   7.8886626E+00             NaN
   6.7850000E+00   7.8936626E+00             NaN
   6.7900000E+00   7.8986626E+00             NaN
   6.7950000E+00   7.9036626E+00             NaN
   6.8000000E+00   7.9086626E+00             NaN
   6.8050000E+00   7.9136626E+00             NaN
   6.8100000E+00   7.9186626E+00             NaN
   6.8150000E+00   7.9236626E+00             NaN
   6.8200000E+00   7.9286626E+00             NaN
   6.8250000E+00   7.9336626E+00             NaN
   6.8300000E+00   7.9386626E+00             NaN
   6.8350000E+00   7.9436626E+00             NaN
   6.8400000E+00   7.9486626E+00             NaN
   6.8450000E+00   7.9536626E+00             NaN
   6.8500000E+00   7.9586626E+00             NaN
   6.8550000E+00   7.9636626E+00             NaN
   6.8600000E+00   7.9686626E+00             NaN
   6.8650000E+00   7.9736626E+00             NaN
   6.8700000E+00   7.9786626E+00             NaN
   6.8750000E+00   7.9836626E+00             NaN
   6.8800000E+00   7.9886626E+00             NaN
   6.8850000E+00   7.9936626E+00             NaN
   6.8900000E+00   7.9986626E+00             NaN
   6.8950000E+00   8.0036626E+00             NaN
   6.9000000E+00   8.0086626E+00             NaN
   6.9050000E+00   8.0136626E+00             NaN
   6.9100000E+00   8.0186626E+00             NaN
   6.9150000E+00   8.0236626E+00             NaN
   6.9200000E+00   8.0286626E+00             NaN
   6.9250000E+00   8.0336626E+00             NaN
   6.9300000E+00   8.0386626E+00             NaN
   6.9350000E+00   8.0436626E+00             NaN
   6.9400000E+00   8.0486626E+00             NaN
   6.9450000E+00   8.0536626E+00             NaN
   6.9500000E+00   8.0586626E+00             NaN
   6.9550000E+00   8.0636626E+00             NaN
   6.9600000E+00   8.0686626E+00             NaN
   6.9650000E+00   8.0736626E+00             NaN
   6.9700000E+00   8.0786626E+00             NaN
   6.9750000E+00   8.0836626E+00             NaN
   6.9800000E+00   8.0886626E+00             NaN
   6.9850000E+00   8.0936626E+00             NaN
   6.9900000E+00   8.0986626E+00             NaN
   6.9950000E+00   8.1036626E+00             NaN
   7.0000000E+00   8.1086626E+00             NaN
   7.0050000E+00   8.1136626E+00             NaN
   7.0100000E+00   8.1186626E+00             NaN
   7.0150000E+00   8.1236626E+00             NaN
   7.0200000E+00   8.1286626E+00             NaN
   7.0250000E+00   8.1336626E+00             NaN
   7.0300000E+00   8.1386626E+00             NaN
   7.0350000E+00   8.1436626E+00             NaN
   7.0400000E+00   8.1486626E+00             NaN
   7.0450000E+00   8.1536626E+00             NaN
   7.0500000E+00   8.1586626E+00             NaN
   7.0550000E+00   8.1636626E+00             NaN
   7.0600000E+00   8.1686626E+00             NaN
   7.0650000E+00   8.1736626E+00             NaN
   7.0700000E+00   8.1786626E+00             NaN
   7.0750000E+00   8.1836626E+00             NaN
   7.0800000E+00   8.1886626E+00             NaN
   7.0850000E+00   8.1936626E+00             NaN
   7.0900000E+00   8.1986626E+00             NaN
   7.0950000E+00   8.2036626E+00             NaN
   7.1000000E+00   8.2086626E+00             NaN
   7.1050000E+00   8.2136626E+00             NaN
   7.1100000E+00   8.2186626E+00             NaN
   7.1150000E+00   8.2236626E+00             NaN
   7.1200000E+00   8.2286626E+00             NaN
   7.1250000E+00   8.2336626E+00             NaN
   7.1300000E+00   8.2386626E+00             NaN
   7.1350000E+00   8.2436626E+00             NaN
   7.1400000E+00   8.2486626E+00             NaN
   7.1450000E+00   8.2536626E+00             NaN
   7.1500000E+00   8.2586626E+00             NaN
   7.1550000E+00   8.2636626E+00             NaN
   7.1600000E+00   8.2686626E+00             NaN
   7.1650000E+00   8.2736626E+00             NaN
   7.1700000E+00   8.2786626E+00             NaN
   7.1750000E+00   8.2836626E+00             NaN
   7.1800000E+00   8.2886626E+00             NaN
   7.1850000E+00   8.2936626E+00             NaN
   7.1900000E+00   8.2986626E+00             NaN
   7.1950000E+00   8.3036626E+00             NaN
   7.2000000E+00   8.3086626E+00             NaN
   7.2050000E+00   8.3136626E+00             NaN
   7.2100000E+00   8.3186626E+00             NaN
   7.2150000E+00   8.3236626E+00             NaN
   7.2200000E+00   8.3286626E+00             NaN
   7.2250000E+00   8.3336626E+00             NaN
   7.2300000E+00   8.3386626E+00             NaN
   7.2350000E+00   8.3436626E+00             NaN
   7.2400000E+00   8.3486626E+00             NaN
   7.2450000E+00   8.3536626E+00             NaN
   7.2500000E+00   8.3586626E+00             NaN
   7.2550000E+00   8.3636626E+00             NaN
   7.2600000E+00   8.3686626E+00             NaN
   7.2650000E+00   8.3736626E+00             NaN
   7.2700000E+00   8.3786626E+00             NaN
   7.2750000E+00   8.3836626E+00             NaN
   7.2800000E+00   8.3886626E+00             NaN
   7.2850000E+00   8.3936626E+00             NaN
   7.2900000E+00   8.3986626E+00             NaN
   7.2950000E+00   8.4036626E+00             NaN
   7.3000000E+00   8.4086626E+00             NaN
   7.3050000E+00   8.4136626E+00             NaN
   7.3100000E+00   8.4186626E+00             NaN
   7.3150000E+00   8.4236626E+00             NaN
   7.3200000E+00   8.4286626E+00             NaN
   7.3250000E+00   8.4336626E+00             NaN
   7.3300000E+00   8.4386626E+00             NaN
   7.3350000E+00   8.4436626E+00             NaN
   7.3400000E+00   8.4486626E+00             NaN
   7.3450000E+00   8.4536626E+00             NaN
   7.3500000E+00   8.4586626E+00             NaN
   7.3550000E+00   8.4636626E+00             NaN
   7.3600000E+00   8.4686626E+00             NaN
   7.3650000E+00   8.4736626E+00             NaN
   7.3700000E+00   8.4786626E+00             NaN
   7.3750000E+00   8.4836626E+00             NaN
   7.3800000E+00   8.4886626E+00             NaN
   7.3850000E+00   8.4936626E+00             NaN
   7.3900000E+00   8.4986626E+00             NaN
   7.3950000E+00   8.5036626E+00             NaN
   7.4000000E+00   8.5086626E+00             NaN
   7.4050000E+00   8.5136626E+00             NaN
   7.4100000E+00   8.5186626E+00             NaN
   7.4150000E+00   8.5236626E+00             NaN
   7.4200000E+00   8.5286626E+00             NaN
   7.4250000E+00   8.5336626E+00             NaN
   7.4300000E+00   8.5386626E+00             NaN
   7.4350000E+00   8.5436626E+00             NaN
   7.4400000E+00   8.5486626E+00             NaN
   7.4450000E+00   8.5536626E+00             NaN
   7.4500000E+00   8.5586626E+00             NaN
   7.4550000E+00   8.5636626E+00             NaN
   7.4600000E+00   8.5686626E+00             NaN
   7.4650000E+00   8.5736626E+00             NaN
   7.4700000E+00   8.5786626E+00             NaN
   7.4750000E+00   8.5836626E+00             NaN
   7.4800000E+00   8.5886626E+00             NaN
   7.4850000E+00   8.5936626E+00             NaN
   7.4900000E+00   8.5986626E+00             NaN
   7.4950000E+00   8.6036626E+00             NaN
   7.5000000E+00   8.6086626E+00             NaN
   7.5050000E+00   8.6136626E+00             NaN
   7.5100000E+00   8.6186626E+00             NaN
   7.5150000E+00   8.6236626E+00             NaN
   7.5200000E+00   8.6286626E+00             NaN
   7.5250000E+00   8.6336626E+00             NaN
   7.5300000E+00   8.6386626E+00             NaN
   7.5350000E+00   8.6436626E+00             NaN
   7.5400000E+00   8.6486626E+00             NaN
   7.5450000E+00   8.6536626E+00             NaN
   7.5500000E+00   8.6586626E+00             NaN
   7.5550000E+00   8.6636626E+00             NaN
   7.5600000E+00   8.6686626E+00             NaN
   7.5650000E+00   8.6736626E+00             NaN
   7.5700000E+00   8.6786626E+00             NaN
   7.5750000E+00   8.6836626E+00             NaN
   7.5800000E+00   8.6886626E+00             NaN
   7.5850000E+00   8.6936626E+00             NaN
   7.5900000E+00   8.6986626E+00             NaN
   7.5950000E+00   8.7036626E+00             NaN
   7.6000000E+00   8.7086626E+00             NaN
   7.6050000E+00   8.7136626E+00             NaN
   7.6100000E+00   8.7186626E+00             NaN
   7.6150000E+00   8.7236626E+00             NaN
   7.6200000E+00   8.7286626E+00             NaN
   7.6250000E+00   8.7336626E+00             NaN
   7.6300000E+00   8.7386626E+00             NaN
   7.6350000E+00   8.7436626E+00             NaN
   7.6400000E+00   8.7486626E+00             NaN
   7.6450000E+00   8.7536626E+00             NaN
   7.6500000E+00   8.7586626E+00             NaN
   7.6550000E+00   8.7636626E+00             NaN
   7.6600000E+00   8.7686626E+00             NaN
   7.6650000E+00   8.7736626E+00             NaN
   7.6700000E+00   8.7786626E+00             NaN
   7.6750000E+00   8.7836626E+00             NaN
   7.6800000E+00   8.7886626E+00             NaN
   7.6850000E+00   8.7936626E+00             NaN
   7.6900000E+00   8.7986626E+00             NaN
   7.6950000E+00   8.8036626E+00             NaN
   7.7000000E+00   8.8086626E+00             NaN
   7.7050000E+00   8.8136626E+00             NaN
   7.7100000E+00   8.8186626E+00             NaN
   7.7150000E+00   8.8236626E+00             NaN
   7.7200000E+00   8.8286626E+00             NaN
   7.7250000E+00   8.8336626E+00             NaN
   7.7300000E+00   8.8386626E+00             NaN
   7.7350000E+00   8.8436626E+00             NaN
   7.7400000E+00   8.8486626E+00             NaN
   7.7450000E+00   8.8536626E+00             NaN
   7.7500000E+00   8.8586626E+00             NaN
   7.7550000E+00   8.8636626E+00             NaN
   7.7600000E+00   8.8686626E+00             NaN
   7.7650000E+00   8.8736626E+00             NaN
   7.7700000E+00   8.8786626E+00             NaN
   7.7750000E+00   8.8836626E+00             NaN
   7.7800000E+00   8.8886626E+00             NaN
   7.7850000E+00   8.8936626E+00             NaN
   7.7900000E+00   8.8986626E+00             NaN
   7.7950000E+00   8.9036626E+00             NaN
   7.8000000E+00   8.9086626E+00             NaN
   7.8050000E+00   8.9136626E+00             NaN
   7.8100000E+00   8.9186626E+00             NaN
   7.8150000E+00   8.9236626E+00             NaN
   7.8200000E+00   8.9286626E+00             NaN
   7.8250000E+00   8.9336626E+00             NaN
   7.8300000E+00   8.9386626E+00             NaN
   7.8350000E+00   8.9436626E+00             NaN
   7.8400000E+00   8.9486626E+00             NaN
   7.8450000E+00   8.9536626E+00             NaN
   7.8500000E+00   8.9586626E+00             NaN
   7.8550000E+00   8.9636626E+00             NaN
   7.8600000E+00   8.9686626E+00             NaN
   7.8650000E+00   8.9736626E+00             NaN
   7.8700000E+00   8.9786626E+00             NaN
   7.8750000E+00   8.9836626E+00             NaN
   7.8800000E+00   8.9886626E+00             NaN
   7.8850000E+00   8.9936626E+00             NaN
   7.8900000E+00   8.9986626E+00             NaN
   7.8950000E+00   9.0036626E+00             NaN
   7.9000000E+00   9.0086626E+00             NaN
   7.9050000E+00   9.0136626E+00             NaN
   7.9100000E+00   9.0186626E+00             NaN
   7.9150000E+00   9.0236626E+00             NaN
   7.9200000E+00   9.0286626E+00             NaN
   7.9250000E+00   9.0336626E+00             NaN
   7.9300000E+00   9.0386626E+00             NaN
   7.9350000E+00   9.0436626E+00             NaN
   7.9400000E+00   9.0486626E+00             NaN
   7.9450000E+00   9.0536626E+00             NaN
   7.9500000E+00   9.0586626E+00             NaN
   7.9550000E+00   9.0636626E+00             NaN
   7.9600000E+00   9.0686626E+00             NaN
   7.9650000E+00   9.0736626E+00             NaN
   7.9700000E+00   9.0786626E+00             NaN
   7.9750000E+00   9.0836626E+00             NaN
   7.9800000E+00   9.0886626E+00             NaN
   7.9850000E+00   9.0936626E+00             NaN
   7.9900000E+00   9.0986626E+00             NaN
   7.9950000E+00   9.1036626E+00             NaN
   8.0000000E+00   9.1086626E+00             NaN
